file,volume
D:\\FINANCE PROJECTS\\DATASETS\\archive\IRFC_minute.csv,8995622.559922265
D:\\FINANCE PROJECTS\\DATASETS\\archive\ITCHOTELS_minute.csv,3083228.395352225
D:\\FINANCE PROJECTS\\DATASETS\\archive\ITC_minute.csv,12124329.411374906
D:\\FINANCE PROJECTS\\DATASETS\\archive\ITI_minute.csv,1157223.5621993334
D:\\FINANCE PROJECTS\\DATASETS\\archive\JBCHEPHARM_minute.csv,435941.24327901035
D:\\FINANCE PROJECTS\\DATASETS\\archive\JBMA_minute.csv,572334.0572331247
D:\\FINANCE PROJECTS\\DATASETS\\archive\JINDALSAW_minute.csv,653698.4334670773
D:\\FINANCE PROJECTS\\DATASETS\\archive\JINDALSTEL_minute.csv,5426725.738444743
D:\\FINANCE PROJECTS\\DATASETS\\archive\JIOFIN_minute.csv,17091164.300107587
D:\\FINANCE PROJECTS\\DATASETS\\archive\JKBANK_minute.csv,533940.3562733401
D:\\FINANCE PROJECTS\\DATASETS\\archive\JKCEMENT_minute.csv,666939.6070015122
D:\\FINANCE PROJECTS\\DATASETS\\archive\JKTYRE_minute.csv,735460.0620997464
D:\\FINANCE PROJECTS\\DATASETS\\archive\JMFINANCIL_minute.csv,820095.1580885571
D:\\FINANCE PROJECTS\\DATASETS\\archive\JPPOWER_minute.csv,1058496.7063401474
D:\\FINANCE PROJECTS\\DATASETS\\archive\JSL_minute.csv,734023.5582534791
D:\\FINANCE PROJECTS\\DATASETS\\archive\JSWCEMENT_minute.csv,1859728.3931487228
D:\\FINANCE PROJECTS\\DATASETS\\archive\JSWENERGY_minute.csv,1884289.5177723456
D:\\FINANCE PROJECTS\\DATASETS\\archive\JSWINFRA_minute.csv,2407377.8698239797
D:\\FINANCE PROJECTS\\DATASETS\\archive\JSWSTEEL_minute.csv,5454482.671018238
D:\\FINANCE PROJECTS\\DATASETS\\archive\JUBLFOOD_minute.csv,4145000.1401991067
D:\\FINANCE PROJECTS\\DATASETS\\archive\JUBLINGREA_minute.csv,1126857.5506250802
D:\\FINANCE PROJECTS\\DATASETS\\archive\JUBLPHARMA_minute.csv,790371.023905894
D:\\FINANCE PROJECTS\\DATASETS\\archive\JWL_minute.csv,858539.3385108373
D:\\FINANCE PROJECTS\\DATASETS\\archive\JYOTHYLAB_minute.csv,374431.6622041226
D:\\FINANCE PROJECTS\\DATASETS\\archive\JYOTICNC_minute.csv,1505144.378361801
D:\\FINANCE PROJECTS\\DATASETS\\archive\KAJARIACER_minute.csv,642271.0209208145
D:\\FINANCE PROJECTS\\DATASETS\\archive\KALYANKJIL_minute.csv,4515881.376152287
D:\\FINANCE PROJECTS\\DATASETS\\archive\KARURVYSYA_minute.csv,632416.1361038008
D:\\FINANCE PROJECTS\\DATASETS\\archive\KAYNES_minute.csv,6372971.253527111
D:\\FINANCE PROJECTS\\DATASETS\\archive\KEC_minute.csv,844185.3729954095
D:\\FINANCE PROJECTS\\DATASETS\\archive\KEI_minute.csv,1103764.669904334
D:\\FINANCE PROJECTS\\DATASETS\\archive\KFINTECH_minute.csv,2483045.6865621298
D:\\FINANCE PROJECTS\\DATASETS\\archive\KIMS_minute.csv,694785.4139290926
D:\\FINANCE PROJECTS\\DATASETS\\archive\KIRLOSBROS_minute.csv,244047.69296353837
D:\\FINANCE PROJECTS\\DATASETS\\archive\KIRLOSENG_minute.csv,340612.391895005
D:\\FINANCE PROJECTS\\DATASETS\\archive\KOTAKBANK_minute.csv,13850558.374445237
D:\\FINANCE PROJECTS\\DATASETS\\archive\KPIL_minute.csv,395854.30899629416
D:\\FINANCE PROJECTS\\DATASETS\\archive\KPITTECH_minute.csv,2611563.5270426665
D:\\FINANCE PROJECTS\\DATASETS\\archive\KPRMILL_minute.csv,414454.11306676955
D:\\FINANCE PROJECTS\\DATASETS\\archive\KSB_minute.csv,170430.0043695289
D:\\FINANCE PROJECTS\\DATASETS\\archive\LALPATHLAB_minute.csv,1154914.603580841
D:\\FINANCE PROJECTS\\DATASETS\\archive\LATENTVIEW_minute.csv,957952.9341777646
D:\\FINANCE PROJECTS\\DATASETS\\archive\LAURUSLABS_minute.csv,2284250.0642052335
D:\\FINANCE PROJECTS\\DATASETS\\archive\LEMONTREE_minute.csv,883004.3568189858
D:\\FINANCE PROJECTS\\DATASETS\\archive\LICHSGFIN_minute.csv,3291868.6068845163
D:\\FINANCE PROJECTS\\DATASETS\\archive\LICI_minute.csv,4809609.583261844
D:\\FINANCE PROJECTS\\DATASETS\\archive\LINDEINDIA_minute.csv,572378.9695578867
D:\\FINANCE PROJECTS\\DATASETS\\archive\LLOYDSME_minute.csv,1237516.500069572
D:\\FINANCE PROJECTS\\DATASETS\\archive\LODHA_minute.csv,2991495.803587002
D:\\FINANCE PROJECTS\\DATASETS\\archive\LTFOODS_minute.csv,415661.0416378944
D:\\FINANCE PROJECTS\\DATASETS\\archive\LTF_minute.csv,2505929.440334602
D:\\FINANCE PROJECTS\\DATASETS\\archive\LTIM_minute.csv,3377024.4815302454
D:\\FINANCE PROJECTS\\DATASETS\\archive\LTTS_minute.csv,1657672.9251747532
D:\\FINANCE PROJECTS\\DATASETS\\archive\LT_minute.csv,12109701.712416116
D:\\FINANCE PROJECTS\\DATASETS\\archive\LUPIN_minute.csv,5126502.101519526
D:\\FINANCE PROJECTS\\DATASETS\\archive\MAHABANK_minute.csv,1067498.6936950537
D:\\FINANCE PROJECTS\\DATASETS\\archive\MAHSCOOTER_minute.csv,114456.41217028744
D:\\FINANCE PROJECTS\\DATASETS\\archive\MAHSEAMLES_minute.csv,262019.12932299543
D:\\FINANCE PROJECTS\\DATASETS\\archive\MANAPPURAM_minute.csv,2438008.12378621
D:\\FINANCE PROJECTS\\DATASETS\\archive\MANKIND_minute.csv,3593206.18636923
D:\\FINANCE PROJECTS\\DATASETS\\archive\MANYAVAR_minute.csv,642323.8303887668
D:\\FINANCE PROJECTS\\DATASETS\\archive\MAPMYINDIA_minute.csv,920023.457966314
D:\\FINANCE PROJECTS\\DATASETS\\archive\MARICO_minute.csv,2186046.758757004
D:\\FINANCE PROJECTS\\DATASETS\\archive\MARUTI_minute.csv,13943928.775881417
D:\\FINANCE PROJECTS\\DATASETS\\archive\MAXHEALTH_minute.csv,3942650.071640985
D:\\FINANCE PROJECTS\\DATASETS\\archive\MAZDOCK_minute.csv,11468586.423311777
D:\\FINANCE PROJECTS\\DATASETS\\archive\MCX_minute.csv,3147542.3538564276
D:\\FINANCE PROJECTS\\DATASETS\\archive\MEDANTA_minute.csv,1147438.5870123506
D:\\FINANCE PROJECTS\\DATASETS\\archive\METROPOLIS_minute.csv,1035465.3390850094
D:\\FINANCE PROJECTS\\DATASETS\\archive\MFSL_minute.csv,1830828.4655408987
D:\\FINANCE PROJECTS\\DATASETS\\archive\MGL_minute.csv,1595094.6481946064
D:\\FINANCE PROJECTS\\DATASETS\\archive\MINDACORP_minute.csv,382626.0558856603
D:\\FINANCE PROJECTS\\DATASETS\\archive\MMFIN_minute.csv,2388382.1615476683
D:\\FINANCE PROJECTS\\DATASETS\\archive\MMTC_minute.csv,566040.6527564627
D:\\FINANCE PROJECTS\\DATASETS\\archive\MM_minute.csv,9585895.31271826
D:\\FINANCE PROJECTS\\DATASETS\\archive\MOTHERSON_minute.csv,4192249.51916211
D:\\FINANCE PROJECTS\\DATASETS\\archive\MOTILALOFS_minute.csv,970501.4324459226
D:\\FINANCE PROJECTS\\DATASETS\\archive\MPHASIS_minute.csv,2213432.5779361324
D:\\FINANCE PROJECTS\\DATASETS\\archive\MRF_minute.csv,2322198.917551086
D:\\FINANCE PROJECTS\\DATASETS\\archive\MRPL_minute.csv,1008293.5197169041
D:\\FINANCE PROJECTS\\DATASETS\\archive\MSUMI_minute.csv,1077959.932133093
D:\\FINANCE PROJECTS\\DATASETS\\archive\MUTHOOTFIN_minute.csv,2618913.661808933
D:\\FINANCE PROJECTS\\DATASETS\\archive\NAM-INDIA_minute.csv,1060164.638415147
D:\\FINANCE PROJECTS\\DATASETS\\archive\NATCOPHARM_minute.csv,1094351.9906918965
D:\\FINANCE PROJECTS\\DATASETS\\archive\NATIONALUM_minute.csv,3505789.100817182
D:\\FINANCE PROJECTS\\DATASETS\\archive\NAUKRI_minute.csv,3110695.4336713688
D:\\FINANCE PROJECTS\\DATASETS\\archive\NAVA_minute.csv,376274.9505171556
D:\\FINANCE PROJECTS\\DATASETS\\archive\NAVINFLUOR_minute.csv,1150811.1035605487
D:\\FINANCE PROJECTS\\DATASETS\\archive\NBCC_minute.csv,2269406.0790530597
D:\\FINANCE PROJECTS\\DATASETS\\archive\NCC_minute.csv,1926839.1824537327
D:\\FINANCE PROJECTS\\DATASETS\\archive\NESTLEIND_minute.csv,3204533.9342615297
D:\\FINANCE PROJECTS\\DATASETS\\archive\NETWEB_minute.csv,4862592.634262287
D:\\FINANCE PROJECTS\\DATASETS\\archive\NEULANDLAB_minute.csv,507416.1885283615
D:\\FINANCE PROJECTS\\DATASETS\\archive\NEWGEN_minute.csv,653250.9224681675
D:\\FINANCE PROJECTS\\DATASETS\\archive\NHPC_minute.csv,2581931.141103802
D:\\FINANCE PROJECTS\\DATASETS\\archive\NH_minute.csv,691800.1264638492
D:\\FINANCE PROJECTS\\DATASETS\\archive\NIACL_minute.csv,577356.3110426227
D:\\FINANCE PROJECTS\\DATASETS\\archive\NIVABUPA_minute.csv,909185.491242723
D:\\FINANCE PROJECTS\\DATASETS\\archive\NLCINDIA_minute.csv,784317.065197496
D:\\FINANCE PROJECTS\\DATASETS\\archive\NMDC_minute.csv,2847065.450312568
D:\\FINANCE PROJECTS\\DATASETS\\archive\NSLNISP_minute.csv,1058463.0499917623
D:\\FINANCE PROJECTS\\DATASETS\\archive\NTPCGREEN_minute.csv,3497565.2645608876
D:\\FINANCE PROJECTS\\DATASETS\\archive\NTPC_minute.csv,5928033.308442484
D:\\FINANCE PROJECTS\\DATASETS\\archive\NUVAMA_minute.csv,1986155.1861400567
D:\\FINANCE PROJECTS\\DATASETS\\archive\NUVOCO_minute.csv,408202.04425997887
D:\\FINANCE PROJECTS\\DATASETS\\archive\NYKAA_minute.csv,4432339.671628452
D:\\FINANCE PROJECTS\\DATASETS\\archive\OBEROIRLTY_minute.csv,1495848.5516594376
D:\\FINANCE PROJECTS\\DATASETS\\archive\OFSS_minute.csv,1467552.1624996793
D:\\FINANCE PROJECTS\\DATASETS\\archive\OIL_minute.csv,1839381.4878884428
D:\\FINANCE PROJECTS\\DATASETS\\archive\OLAELEC_minute.csv,13503026.867578229
D:\\FINANCE PROJECTS\\DATASETS\\archive\OLECTRA_minute.csv,1231877.3617628673
D:\\FINANCE PROJECTS\\DATASETS\\archive\ONESOURCE_minute.csv,1122530.9526944298
D:\\FINANCE PROJECTS\\DATASETS\\archive\ONGC_minute.csv,5765269.131467168
D:\\FINANCE PROJECTS\\DATASETS\\archive\PAGEIND_minute.csv,2035715.4251830662
D:\\FINANCE PROJECTS\\DATASETS\\archive\PATANJALI_minute.csv,2034317.4294775445
D:\\FINANCE PROJECTS\\DATASETS\\archive\PAYTM_minute.csv,11540551.068554252
D:\\FINANCE PROJECTS\\DATASETS\\archive\PCBL_minute.csv,1015215.3503457058
D:\\FINANCE PROJECTS\\DATASETS\\archive\PERSISTENT_minute.csv,2564020.2323956443
D:\\FINANCE PROJECTS\\DATASETS\\archive\PETRONET_minute.csv,1929575.2399167495
D:\\FINANCE PROJECTS\\DATASETS\\archive\PFC_minute.csv,4514236.563757325
D:\\FINANCE PROJECTS\\DATASETS\\archive\PFIZER_minute.csv,424651.87909068214
D:\\FINANCE PROJECTS\\DATASETS\\archive\PGEL_minute.csv,777783.0654045899
D:\\FINANCE PROJECTS\\DATASETS\\archive\PGHH_minute.csv,237774.53377297573
D:\\FINANCE PROJECTS\\DATASETS\\archive\PHOENIXLTD_minute.csv,1008696.1740066148
D:\\FINANCE PROJECTS\\DATASETS\\archive\PIDILITIND_minute.csv,2184002.1542699276
D:\\FINANCE PROJECTS\\DATASETS\\archive\PIIND_minute.csv,1613886.6108947734
D:\\FINANCE PROJECTS\\DATASETS\\archive\PNBHOUSING_minute.csv,1589560.7373253065
D:\\FINANCE PROJECTS\\DATASETS\\archive\PNB_minute.csv,6839331.334458324
D:\\FINANCE PROJECTS\\DATASETS\\archive\POLICYBZR_minute.csv,4971548.84581014
D:\\FINANCE PROJECTS\\DATASETS\\archive\POLYCAB_minute.csv,4384093.47874326
D:\\FINANCE PROJECTS\\DATASETS\\archive\POLYMED_minute.csv,304744.2733919359
D:\\FINANCE PROJECTS\\DATASETS\\archive\POONAWALLA_minute.csv,1177802.3346389232
D:\\FINANCE PROJECTS\\DATASETS\\archive\POWERGRID_minute.csv,5667040.865447251
D:\\FINANCE PROJECTS\\DATASETS\\archive\POWERINDIA_minute.csv,1754793.0623204997
D:\\FINANCE PROJECTS\\DATASETS\\archive\PPLPHARMA_minute.csv,2716000.3375242515
D:\\FINANCE PROJECTS\\DATASETS\\archive\PRAJIND_minute.csv,888919.8200487363
D:\\FINANCE PROJECTS\\DATASETS\\archive\PREMIERENE_minute.csv,7116303.00616276
D:\\FINANCE PROJECTS\\DATASETS\\archive\PRESTIGE_minute.csv,1215189.880582266
D:\\FINANCE PROJECTS\\DATASETS\\archive\PTCIL_minute.csv,294559.2326365087
D:\\FINANCE PROJECTS\\DATASETS\\archive\PVRINOX_minute.csv,2390180.718836197
D:\\FINANCE PROJECTS\\DATASETS\\archive\RADICO_minute.csv,908185.8878962593
D:\\FINANCE PROJECTS\\DATASETS\\archive\RAILTEL_minute.csv,2978580.7665811954
D:\\FINANCE PROJECTS\\DATASETS\\archive\RAINBOW_minute.csv,741893.934349232
D:\\FINANCE PROJECTS\\DATASETS\\archive\RAMCOCEM_minute.csv,933634.4520863303
D:\\FINANCE PROJECTS\\DATASETS\\archive\RBLBANK_minute.csv,6055287.490104348
D:\\FINANCE PROJECTS\\DATASETS\\archive\RCF_minute.csv,1057353.9942319193
D:\\FINANCE PROJECTS\\DATASETS\\archive\RECLTD_minute.csv,4886859.225535583
D:\\FINANCE PROJECTS\\DATASETS\\archive\REDINGTON_minute.csv,886726.1218587398
D:\\FINANCE PROJECTS\\DATASETS\\archive\RELIANCE_minute.csv,36078622.41032496
D:\\FINANCE PROJECTS\\DATASETS\\archive\RHIM_minute.csv,285694.7673899845
D:\\FINANCE PROJECTS\\DATASETS\\archive\RITES_minute.csv,1271226.2527836403
D:\\FINANCE PROJECTS\\DATASETS\\archive\RKFORGE_minute.csv,499972.5582319088
D:\\FINANCE PROJECTS\\DATASETS\\archive\RPOWER_minute.csv,1818008.5593450852
D:\\FINANCE PROJECTS\\DATASETS\\archive\RRKABEL_minute.csv,1078969.0736292184
D:\\FINANCE PROJECTS\\DATASETS\\archive\RVNL_minute.csv,6743772.764557273
D:\\FINANCE PROJECTS\\DATASETS\\archive\SAGILITY_minute.csv,3977554.7940727584
D:\\FINANCE PROJECTS\\DATASETS\\archive\SAILIFE_minute.csv,2284264.418760146
D:\\FINANCE PROJECTS\\DATASETS\\archive\SAIL_minute.csv,5385352.402222813
D:\\FINANCE PROJECTS\\DATASETS\\archive\SAMMAANCAP_minute.csv,8696004.365408538
D:\\FINANCE PROJECTS\\DATASETS\\archive\SAPPHIRE_minute.csv,595666.597630939
D:\\FINANCE PROJECTS\\DATASETS\\archive\SARDAEN_minute.csv,291201.69714632945
D:\\FINANCE PROJECTS\\DATASETS\\archive\SAREGAMA_minute.csv,327642.86323516985
D:\\FINANCE PROJECTS\\DATASETS\\archive\SBFC_minute.csv,821593.2490068505
D:\\FINANCE PROJECTS\\DATASETS\\archive\SBICARD_minute.csv,3992548.513624837
D:\\FINANCE PROJECTS\\DATASETS\\archive\SBILIFE_minute.csv,3859633.8670260604
D:\\FINANCE PROJECTS\\DATASETS\\archive\SBIN_minute.csv,23116210.8832637
D:\\FINANCE PROJECTS\\DATASETS\\archive\SCHAEFFLER_minute.csv,435337.4070426626
D:\\FINANCE PROJECTS\\DATASETS\\archive\SCHNEIDER_minute.csv,289701.7476526974
D:\\FINANCE PROJECTS\\DATASETS\\archive\SCI_minute.csv,1005199.5909549014
D:\\FINANCE PROJECTS\\DATASETS\\archive\SHREECEM_minute.csv,2123252.2686941116
D:\\FINANCE PROJECTS\\DATASETS\\archive\SHRIRAMFIN_minute.csv,5795767.5896933405
D:\\FINANCE PROJECTS\\DATASETS\\archive\SHYAMMETL_minute.csv,908844.2519385413
D:\\FINANCE PROJECTS\\DATASETS\\archive\SIEMENS_minute.csv,2527772.70948948
D:\\FINANCE PROJECTS\\DATASETS\\archive\SIGNATURE_minute.csv,1619021.3616530586
D:\\FINANCE PROJECTS\\DATASETS\\archive\SJVN_minute.csv,1418816.7247915776
D:\\FINANCE PROJECTS\\DATASETS\\archive\SOBHA_minute.csv,647412.1519382069
D:\\FINANCE PROJECTS\\DATASETS\\archive\SOLARINDS_minute.csv,1014707.7618582316
D:\\FINANCE PROJECTS\\DATASETS\\archive\SONACOMS_minute.csv,3203352.3693739055
D:\\FINANCE PROJECTS\\DATASETS\\archive\SONATSOFTW_minute.csv,684869.7682815802
D:\\FINANCE PROJECTS\\DATASETS\\archive\SRF_minute.csv,2860185.611355
D:\\FINANCE PROJECTS\\DATASETS\\archive\STARHEALTH_minute.csv,965187.5593136371
D:\\FINANCE PROJECTS\\DATASETS\\archive\SUMICHEM_minute.csv,578388.2161173294
D:\\FINANCE PROJECTS\\DATASETS\\archive\SUNDARMFIN_minute.csv,532173.8633488946
D:\\FINANCE PROJECTS\\DATASETS\\archive\SUNDRMFAST_minute.csv,230032.43043234665
D:\\FINANCE PROJECTS\\DATASETS\\archive\SUNPHARMA_minute.csv,9319880.00371797
D:\\FINANCE PROJECTS\\DATASETS\\archive\SUNTV_minute.csv,2205648.281272125
D:\\FINANCE PROJECTS\\DATASETS\\archive\SUPREMEIND_minute.csv,898920.4303827703
D:\\FINANCE PROJECTS\\DATASETS\\archive\SUZLON_minute.csv,3457112.209817473
D:\\FINANCE PROJECTS\\DATASETS\\archive\SWANCORP_minute.csv,1212147.781902655
D:\\FINANCE PROJECTS\\DATASETS\\archive\SWIGGY_minute.csv,15551744.137911951
D:\\FINANCE PROJECTS\\DATASETS\\archive\SYNGENE_minute.csv,764385.8309306684
D:\\FINANCE PROJECTS\\DATASETS\\archive\SYRMA_minute.csv,1716104.0460462554
D:\\FINANCE PROJECTS\\DATASETS\\archive\TARIL_minute.csv,374829.94974845485
D:\\FINANCE PROJECTS\\DATASETS\\archive\TATACHEM_minute.csv,2842510.675587952
D:\\FINANCE PROJECTS\\DATASETS\\archive\TATACOMM_minute.csv,1554300.9898727436
D:\\FINANCE PROJECTS\\DATASETS\\archive\TATACONSUM_minute.csv,3171853.5029018074
D:\\FINANCE PROJECTS\\DATASETS\\archive\TATAELXSI_minute.csv,3418395.164077441
D:\\FINANCE PROJECTS\\DATASETS\\archive\TATAINVEST_minute.csv,925405.7083293966
D:\\FINANCE PROJECTS\\DATASETS\\archive\TATAPOWER_minute.csv,6829562.815052815
D:\\FINANCE PROJECTS\\DATASETS\\archive\TATASTEEL_minute.csv,14337251.964455508
D:\\FINANCE PROJECTS\\DATASETS\\archive\TATATECH_minute.csv,4016793.2915704814
D:\\FINANCE PROJECTS\\DATASETS\\archive\TBOTEK_minute.csv,922251.8356076435
D:\\FINANCE PROJECTS\\DATASETS\\archive\TCS_minute.csv,17549637.14072802
D:\\FINANCE PROJECTS\\DATASETS\\archive\TECHM_minute.csv,6531006.063655265
D:\\FINANCE PROJECTS\\DATASETS\\archive\TECHNOE_minute.csv,364634.7991783723
D:\\FINANCE PROJECTS\\DATASETS\\archive\TEJASNET_minute.csv,1086908.2356387135
D:\\FINANCE PROJECTS\\DATASETS\\archive\THELEELA_minute.csv,661781.8767324196
D:\\FINANCE PROJECTS\\DATASETS\\archive\THERMAX_minute.csv,547219.5165555509
D:\\FINANCE PROJECTS\\DATASETS\\archive\TIINDIA_minute.csv,1323590.7306399117
D:\\FINANCE PROJECTS\\DATASETS\\archive\TIMKEN_minute.csv,396861.4395289612
D:\\FINANCE PROJECTS\\DATASETS\\archive\TITAGARH_minute.csv,1407930.44963157
D:\\FINANCE PROJECTS\\DATASETS\\archive\TITAN_minute.csv,6680869.489468568
D:\\FINANCE PROJECTS\\DATASETS\\archive\TMPV_minute.csv,19405438.72307377
D:\\FINANCE PROJECTS\\DATASETS\\archive\TORNTPHARM_minute.csv,1751182.5376653492
D:\\FINANCE PROJECTS\\DATASETS\\archive\TORNTPOWER_minute.csv,1328348.1562867311
D:\\FINANCE PROJECTS\\DATASETS\\archive\TRENT_minute.csv,3640392.97280537
D:\\FINANCE PROJECTS\\DATASETS\\archive\TRIDENT_minute.csv,615604.6093643961
D:\\FINANCE PROJECTS\\DATASETS\\archive\TRITURBINE_minute.csv,685916.0299336801
D:\\FINANCE PROJECTS\\DATASETS\\archive\TRIVENI_minute.csv,410268.53206849087
D:\\FINANCE PROJECTS\\DATASETS\\archive\TTML_minute.csv,747722.380075509
D:\\FINANCE PROJECTS\\DATASETS\\archive\TVSMOTOR_minute.csv,3399266.3888714183
D:\\FINANCE PROJECTS\\DATASETS\\archive\UBL_minute.csv,1317877.507342871
D:\\FINANCE PROJECTS\\DATASETS\\archive\UCOBANK_minute.csv,702567.0428766266
D:\\FINANCE PROJECTS\\DATASETS\\archive\ULTRACEMCO_minute.csv,5980573.3138414025
D:\\FINANCE PROJECTS\\DATASETS\\archive\UNIONBANK_minute.csv,2523939.379761044
D:\\FINANCE PROJECTS\\DATASETS\\archive\UNITDSPR_minute.csv,3201975.1273213904
D:\\FINANCE PROJECTS\\DATASETS\\archive\UNOMINDA_minute.csv,734528.1333590769
D:\\FINANCE PROJECTS\\DATASETS\\archive\UPL_minute.csv,4399469.720388724
D:\\FINANCE PROJECTS\\DATASETS\\archive\USHAMART_minute.csv,374162.3335386159
D:\\FINANCE PROJECTS\\DATASETS\\archive\UTIAMC_minute.csv,617604.7911928529
D:\\FINANCE PROJECTS\\DATASETS\\archive\VBL_minute.csv,3292745.53233303
D:\\FINANCE PROJECTS\\DATASETS\\archive\VEDL_minute.csv,7764423.15721492
D:\\FINANCE PROJECTS\\DATASETS\\archive\VENTIVE_minute.csv,493707.0329007822
D:\\FINANCE PROJECTS\\DATASETS\\archive\VGUARD_minute.csv,375158.319173676
D:\\FINANCE PROJECTS\\DATASETS\\archive\VIJAYA_minute.csv,761323.7311232
D:\\FINANCE PROJECTS\\DATASETS\\archive\VMM_minute.csv,8910015.59741126
D:\\FINANCE PROJECTS\\DATASETS\\archive\VOLTAS_minute.csv,3294426.387256373
D:\\FINANCE PROJECTS\\DATASETS\\archive\VTL_minute.csv,313124.82707666163
D:\\FINANCE PROJECTS\\DATASETS\\archive\WAAREEENER_minute.csv,18227239.741145268
D:\\FINANCE PROJECTS\\DATASETS\\archive\WELCORP_minute.csv,735801.0773408787
D:\\FINANCE PROJECTS\\DATASETS\\archive\WELSPUNLIV_minute.csv,723163.171704029
D:\\FINANCE PROJECTS\\DATASETS\\archive\WHIRLPOOL_minute.csv,578176.117660013
D:\\FINANCE PROJECTS\\DATASETS\\archive\WIPRO_minute.csv,6077953.1172974985
D:\\FINANCE PROJECTS\\DATASETS\\archive\WOCKPHARMA_minute.csv,2224628.2167992108
D:\\FINANCE PROJECTS\\DATASETS\\archive\YESBANK_minute.csv,11536456.50902914
D:\\FINANCE PROJECTS\\DATASETS\\archive\ZEEL_minute.csv,7078599.21724335
D:\\FINANCE PROJECTS\\DATASETS\\archive\ZENSARTECH_minute.csv,860898.0620750783
D:\\FINANCE PROJECTS\\DATASETS\\archive\ZENTEC_minute.csv,605257.8381598484
D:\\FINANCE PROJECTS\\DATASETS\\archive\ZFCVINDIA_minute.csv,295127.0985987164
D:\\FINANCE PROJECTS\\DATASETS\\archive\ZYDUSLIFE_minute.csv,2528858.7017928907
